y	x	group	xmin	xmax	ymin	ymax
0.0731707317073171	0.0745454545454545	33	0.0454545454545455	0.0745454545454545	0.0182926829268293	0.128048780487805
0.195121951219512	0.249090909090909	68	0.0454545454545455	0.249090909090909	0.140243902439024	0.25
0.317073170731707	0.0915151515151515	103	0.0454545454545455	0.0915151515151515	0.26219512195122	0.371951219512195
0.439024390243902	0.0454545454545455	138	0.0454545454545455	0.0454545454545455	0.384146341463415	0.49390243902439
0.560975609756098	0.0793939393939394	173	0.0454545454545455	0.0793939393939394	0.50609756097561	0.615853658536585
0.682926829268293	0.954545454545455	208	0.0454545454545455	0.954545454545455	0.628048780487805	0.73780487804878
0.804878048780488	0.435757575757576	243	0.0454545454545455	0.435757575757576	0.75	0.859756097560976
0.926829268292683	0.0866666666666667	278	0.0454545454545455	0.0866666666666667	0.871951219512195	0.981707317073171
